//Globalvariables V2 9991
//MissionName, VariableName, arrayCount, index, used
MAIN,PLAYER1,1,0,3,0
MAIN,SCPLAYER,1,4,3,0
MAIN,STATBIKESTAMINA_CTR,1,8,3,1
MAIN,STATBIKELOWMUSCLE_CTR,1,12,2,1
MAIN,STATBIKE_TEMP,1,16,3,1
MAIN,STATTREADSTAMINA_CTR,1,20,3,1
MAIN,STATTREADLOWMUSCLE_CTR,1,24,2,1
MAIN,STATTREAD_TEMP,1,28,3,1
MAIN,GF_GAME_TIMER,1,32,2,0
MAIN,PLAYERS_GROUP,1,36,3,0
MAIN,BUTTON_PRESSED,1,40,3,0
MAIN,CONTROLMODE,1,44,3,0
MAIN,MISSION_TRIGGER_WAIT_TIME,1,48,3,0
MAIN,FLAG_CELL_NATION,1,52,3,0
MAIN,GAME_TIMER,1,56,3,0
MAIN,LSTICKX,1,60,3,0
MAIN,LSTICKY,1,64,3,0
MAIN,RSTICKX,1,68,3,0
MAIN,RSTICKY,1,72,3,0
MAIN,BEEN_IN_A_BMX,1,76,3,0
MAIN,TUCKING_CONTACT_BLIP,1,80,3,0
MAIN,LAUNCH_SHIT_FOR_DEBUG_BUILD,1,84,3,0
MAIN,GAME_STARTS_FROM_SCRATCH,1,88,3,0
MAIN,RETURN_CITIES_PASSED,1,92,3,0
MAIN,FLAG_DONT_START_SHOOTING_RANGE,1,96,3,0
MAIN,TAG_PERCENTAGE,1,100,3,0
MAIN,CJ_VOMITS_FOR_MENACE,1,104,3,0
MAIN,TRIGGER_PHONECALL_FAILED,1,108,3,0
MAIN,RECORDING,1,112,2,0
MAIN,EMMETS_SHOP_BLIP,1,116,3,0
MAIN,EMMETS_GUN,1,120,3,0
MAIN,SWIM_STAMINA_CHECK_MAIN,1,124,3,0
MAIN,HOURS,1,128,3,0
MAIN,MINUTES,1,132,3,0
MAIN,LA_HUB_ACTIVITY,1,136,2,0
MAIN,KEYCARD_AQUIRED_FROM_MILLIE,1,140,3,0
MAIN,PLAYER_IS_COMPLETELY_SAFE,1,144,3,0
MAIN,PLAYER_IS_COMPLETELY_SAFE_FOR_MOBILE,1,148,3,0
MAIN,WEEKDAY,1,152,3,0
MAIN,ACTIVATE_MOBILE_PHONE,1,156,3,0
MAIN,PLAYED_SCIPTED_AIRSCRIPT_CUT,1,160,3,0
